Respondent ID,Ad ID,BrandRecall_anchor_authenticity,Credibility_anchor_authenticity,Enjoyment_anchor_authenticity,Involvement_anchor_authenticity,Memory_anchor_authenticity,Optimisation_anchor_authenticity,Persuasion_anchor_authenticity,Relevance_anchor_authenticity,Understanding_anchor_authenticity,BrandRecall_anchor_brand_recall,BrandRecall_anchor_branding,Credibility_anchor_branding,Enjoyment_anchor_branding,Involvement_anchor_branding,Memory_anchor_branding,Optimisation_anchor_branding,Persuasion_anchor_branding,Relevance_anchor_branding,Understanding_anchor_branding,BrandRecall_anchor_confusion_clarity,Credibility_anchor_confusion_clarity,Enjoyment_anchor_confusion_clarity,Involvement_anchor_confusion_clarity,Memory_anchor_confusion_clarity,Optimisation_anchor_confusion_clarity,Persuasion_anchor_confusion_clarity,Relevance_anchor_confusion_clarity,Understanding_anchor_confusion_clarity,BrandRecall_anchor_credibility,Credibility_anchor_credibility,Enjoyment_anchor_credibility,Involvement_anchor_credibility,Memory_anchor_credibility,Optimisation_anchor_credibility,Persuasion_anchor_credibility,Relevance_anchor_credibility,Understanding_anchor_credibility,BrandRecall_anchor_enjoyability,Credibility_anchor_enjoyability,Enjoyment_anchor_enjoyability,Involvement_anchor_enjoyability,Memory_anchor_enjoyability,Optimisation_anchor_enjoyability,Persuasion_anchor_enjoyability,Relevance_anchor_enjoyability,Understanding_anchor_enjoyability,BrandRecall_anchor_involvement,Credibility_anchor_involvement,Enjoyment_anchor_involvement,Involvement_anchor_involvement,Memory_anchor_involvement,Optimisation_anchor_involvement,Persuasion_anchor_involvement,Relevance_anchor_involvement,Understanding_anchor_involvement,BrandRecall_anchor_personal_relevance,Credibility_anchor_personal_relevance,Enjoyment_anchor_personal_relevance,Involvement_anchor_personal_relevance,Memory_anchor_personal_relevance,Optimisation_anchor_personal_relevance,Persuasion_anchor_personal_relevance,Relevance_anchor_personal_relevance,Understanding_anchor_personal_relevance,BrandRecall_anchor_persuasion,Credibility_anchor_persuasion,Enjoyment_anchor_persuasion,Involvement_anchor_persuasion,Memory_anchor_persuasion,Optimisation_anchor_persuasion,Persuasion_anchor_persuasion,Relevance_anchor_persuasion,Understanding_anchor_persuasion,BrandRecall_anchor_relevance,Credibility_anchor_relevance,Enjoyment_anchor_relevance,Involvement_anchor_relevance,Memory_anchor_relevance,Optimisation_anchor_relevance,Persuasion_anchor_relevance,Relevance_anchor_relevance,Understanding_anchor_relevance,BrandRecall_anchor_reliability_durability,Credibility_anchor_reliability_durability,Enjoyment_anchor_reliability_durability,Involvement_anchor_reliability_durability,Memory_anchor_reliability_durability,Optimisation_anchor_reliability_durability,Persuasion_anchor_reliability_durability,Relevance_anchor_reliability_durability,Understanding_anchor_reliability_durability,BrandRecall_anchor_scepticism,Credibility_anchor_scepticism,Enjoyment_anchor_scepticism,Involvement_anchor_scepticism,Memory_anchor_scepticism,Optimisation_anchor_scepticism,Persuasion_anchor_scepticism,Relevance_anchor_scepticism,Understanding_anchor_scepticism,Understanding_anchor_understanding_accuracy,BrandRecall_anchor_value_for_money,Credibility_anchor_value_for_money,Enjoyment_anchor_value_for_money,Involvement_anchor_value_for_money,Memory_anchor_value_for_money,Optimisation_anchor_value_for_money,Persuasion_anchor_value_for_money,Relevance_anchor_value_for_money,Understanding_anchor_value_for_money,anchor_enjoyability_overall_mean,anchor_enjoyability_overall_std,anchor_involvement_overall_mean,anchor_involvement_overall_std,anchor_credibility_overall_mean,anchor_credibility_overall_std,anchor_persuasion_overall_mean,anchor_persuasion_overall_std,anchor_branding_overall_mean,anchor_branding_overall_std,anchor_confusion_clarity_overall_mean,anchor_confusion_clarity_overall_std,anchor_scepticism_overall_mean,anchor_scepticism_overall_std,anchor_authenticity_overall_mean,anchor_authenticity_overall_std,anchor_personal_relevance_overall_mean,anchor_personal_relevance_overall_std,anchor_relevance_overall_mean,anchor_relevance_overall_std,anchor_value_for_money_overall_mean,anchor_value_for_money_overall_std,anchor_reliability_durability_overall_mean,anchor_reliability_durability_overall_std,anchor_brand_recall_overall_mean,anchor_brand_recall_overall_std,anchor_understanding_accuracy_overall_mean,anchor_understanding_accuracy_overall_std,n_themes_scored,Order Shown,Brand,Ad / Platform
R01360,AD136,,0.5921462,0.49264655,0.48788017,0.3419423,0.24345013,0.3081883,0.4629165,0.32844877,,,0.5680386,0.28228164,0.51745296,0.4183066,0.37735087,0.411621,0.285353,0.44552162,,0.36832795,0.29927948,0.3744321,0.36060995,0.34996468,0.25302875,0.25267303,0.31855294,,0.75843334,0.35177,0.57983625,0.44586423,0.3800671,0.5082537,0.3609204,0.533522,,0.5605552,0.5137877,0.6934942,0.48206943,0.28484157,0.4513971,0.42988178,0.45641255,,0.5585042,0.3926338,0.8167097,0.49708542,0.4434828,0.47609416,0.40978473,0.42504922,,0.4987165,0.25247222,0.42620748,0.4136248,0.27981156,0.3732638,0.5930624,0.3271032,,0.57022625,0.34924138,0.50836986,0.4362703,0.41738832,0.59581995,0.3997585,0.502874,,0.48304477,0.26656026,0.4702019,0.38095173,0.3221356,0.36378026,0.5053053,0.32938468,,0.56177306,0.30660167,0.42000586,0.3139085,0.40360707,0.4630797,0.31640577,0.46958977,,0.47254944,0.39340994,0.41666624,0.3822885,0.2916279,0.30780286,0.36274025,0.2995675,0.72956782579422,,0.4960512,0.31117254,0.38573214,0.3881606,0.34969413,0.5334692,0.3450439,0.4902813,0.48405495,0.11653106,0.502418,0.13770522,0.48983338,0.13740265,0.4724936,0.08602438,0.4132408,0.10048919,0.3221086,0.049655132,0.36583158,0.06355904,0.40720236,0.118440755,0.39553276,0.113370016,0.39017057,0.08674368,0.4124506,0.08257926,0.40687144,0.09114417,,,0.72956782579422,,8,3,Anchor by Panasonic,YouTube Pre-roll 10s
R01361,AD137,0.22312018,0.53130054,0.30268183,0.2764579,0.2667769,0.3618061,0.30503052,0.23984887,0.17699856,0.0,0.47013357,0.26644474,0.14982992,0.16285197,0.25711074,0.40985143,0.3455363,0.118745536,0.24920975,0.33934832,0.39296493,0.39126304,0.37806505,0.23454036,0.39687157,0.34861088,0.30266136,0.182183,0.30250537,0.58221704,0.21089268,0.25386718,0.26309234,0.39034036,0.5209321,0.2537298,0.2731526,0.25032437,0.25572956,0.3818779,0.3394556,0.3338936,0.36556464,0.3768185,0.17516509,0.15454434,0.28421438,0.3081458,0.3040082,0.4638243,0.293967,0.39140785,0.45250145,0.23163612,0.16656645,0.2560794,0.2807541,0.21434513,0.2188258,0.2849447,0.32657337,0.32658198,0.33598495,0.17561246,0.37736166,0.3248483,0.19668725,0.24728622,0.23339398,0.41001678,0.56164694,0.1914309,0.2725603,0.20944715,0.28529793,0.23515853,0.25012386,0.2851107,0.35679138,0.33241042,0.42935857,0.1949353,0.32406735,0.39498577,0.16120037,0.19215348,0.32443276,0.41591462,0.44526017,0.17280376,0.4738483,0.2418073,0.6691938,0.41642964,0.37907466,0.21865043,0.43741918,0.39070714,0.2516562,0.13308758,0.7919517755508423,0.2536031,0.40768966,0.20970063,0.23851673,0.21383727,0.36417788,0.552603,0.21721613,0.28374338,0.2925971,0.08680779,0.32180795,0.09811749,0.33896995,0.1309816,0.3128036,0.12047744,0.2699682,0.11975394,0.32961205,0.07635608,0.34866956,0.15894458,0.2982246,0.10224975,0.26885575,0.056901608,0.28651488,0.075614974,0.3045653,0.1161706,0.32274073,0.121129714,0.0,,0.7919517755508423,,9,3,Philips,TVC 20s
R01362,AD137,0.21258917,0.47381714,0.31004763,0.3054704,0.34456772,0.1486433,0.27028242,0.45188683,0.3388425,0.5,0.36263603,0.25657555,0.15146759,0.16628821,0.3074354,0.32322732,0.22354081,0.20421273,0.39393154,0.32255143,0.4087781,0.36430582,0.35224986,0.33433506,0.31893036,0.32006255,0.44161645,0.31657067,0.28189752,0.53090477,0.23848684,0.25216067,0.3898226,0.30304632,0.34303358,0.35109007,0.43509197,0.24019094,0.31725013,0.33540535,0.35569933,0.4216063,0.19052458,0.23555481,0.2947025,0.4343024,0.39690524,0.37079406,0.31387293,0.5140234,0.46084043,0.22404784,0.28393793,0.34934935,0.47461367,0.25960454,0.28516918,0.21619095,0.22484106,0.32662854,0.19481227,0.22690937,0.45765597,0.29799208,0.32419544,0.28312975,0.1937051,0.2856627,0.36942694,0.40664443,0.46461663,0.27388024,0.44676152,0.24083555,0.30009928,0.24928164,0.31220984,0.37724355,0.23473768,0.26345864,0.5297827,0.3596556,0.3054457,0.33404693,0.18202649,0.20798351,0.33509165,0.34338668,0.37208366,0.26732415,0.50816786,0.27205518,0.5577383,0.41633138,0.36935085,0.29514942,0.20260938,0.3645236,0.5138162,0.2808782,0.8043820261955261,0.27056396,0.35033062,0.23320168,0.2258043,0.2563216,0.3248456,0.48800525,0.3002112,0.36224392,0.31391513,0.08327612,0.3764872,0.09524306,0.34728158,0.09379935,0.33866918,0.08974226,0.26547945,0.08621471,0.3532667,0.04463746,0.36360583,0.11667044,0.31734967,0.103459805,0.2766449,0.0803046,0.3185894,0.09422823,0.31239203,0.08195276,0.31728408,0.095914304,0.5,,0.8043820261955261,,9,1,Philips,TVC 20s
R01363,AD137,0.20806348,0.42447153,0.30023807,0.33129248,0.3349769,0.18437181,,0.40574083,0.25848916,0.5,0.46762937,0.2822734,0.185517,0.18484406,0.38084114,0.36011875,,0.15754709,0.33599493,0.27137136,0.378245,0.39333752,0.38691747,0.28310823,0.28268406,,0.44657746,0.2503417,0.3446175,0.5938505,0.22073977,0.27663428,0.40263882,0.31947836,,0.3159312,0.3393358,0.3172669,0.241199,0.29447097,0.27713174,0.35826197,0.19140552,,0.20810512,0.30442414,0.35951445,0.32111126,0.32430544,0.44876677,0.34508875,0.23063497,,0.30646753,0.24696171,0.29545468,0.27860036,0.1862505,0.21992339,0.28159368,0.22478446,,0.3885048,0.21941397,0.34184948,0.3218868,0.20991564,0.25866085,0.39856213,0.45927444,,0.20902334,0.3656171,0.2396177,0.2573976,0.20911406,0.29141262,0.2936366,0.2995563,,0.53328747,0.26035386,0.2979745,0.4198778,0.23052227,0.21105857,0.53695023,0.34809676,,0.20636563,0.35506052,0.2521337,0.59466255,0.44484678,0.4196227,0.2938074,0.21499072,,0.45676515,0.22743624,0.7005771994590759,0.26901132,0.45453194,0.22293152,0.22713284,0.32400706,0.38395447,,0.2455477,0.36053646,0.27403316,0.056778368,0.32285637,0.06785493,0.35165328,0.11118693,0.32059872,0.0897021,0.2943457,0.111010514,0.33657286,0.07274604,0.36303315,0.13613422,0.30595553,0.086303905,0.26181573,0.063795306,0.29804704,0.099857055,0.31095666,0.08399287,0.32573828,0.11468629,0.5,,0.7005771994590759,,8,3,Philips,TVC 20s
R01364,AD137,,0.49446186,0.5504281,0.46134114,0.35392493,0.20815398,0.41645518,0.52361137,0.33585793,,,0.5201363,0.4688743,0.442383,0.42255753,0.30447832,0.2964253,0.2392258,0.3796826,,0.34239784,0.38202408,0.41544652,0.35153502,0.34124443,0.26314133,0.2901684,0.53969306,,0.76831573,0.5403978,0.5161629,0.41964796,0.34225172,0.41168854,0.35715884,0.43733862,,0.56552684,0.6998977,0.5259956,0.37427902,0.18854044,0.40329185,0.34611288,0.4364294,,0.58753926,0.6040555,0.73388404,0.38718408,0.2571569,0.42693985,0.3471889,0.46037993,,0.48562562,0.46950617,0.42489588,0.297322,0.21849875,0.3493335,0.5971458,0.3262148,,0.6042464,0.48732677,0.4904944,0.32835773,0.3979691,0.5901353,0.36078706,0.29540333,,0.4825466,0.45336565,0.4661648,0.28947663,0.26553065,0.37395716,0.61836624,0.3322791,,0.5441057,0.4193058,0.38937494,0.42951602,0.31949478,0.39167908,0.3225647,0.25335178,,0.3569221,0.49771887,0.4303044,0.3483925,0.26380548,0.3748677,0.36123198,0.37792963,0.2489016056060791,,0.49385992,0.41783965,0.3411514,0.277256,0.5121883,0.45683333,0.30558217,0.26498535,0.44250923,0.15509208,0.47554106,0.15600617,0.47412026,0.13732047,0.44434,0.1168453,0.3842204,0.09680823,0.36570632,0.085004024,0.3763966,0.06729471,0.4180293,0.11420939,0.39606783,0.12131556,0.41021085,0.11738284,0.38371202,0.09891896,0.3836741,0.08786616,,,0.2489016056060791,,8,3,Philips,TVC 20s
R01365,AD137,0.22817726,0.2763255,0.42962182,0.24253976,0.31821662,0.28497043,,0.34552118,0.28162104,0.0,0.4099772,0.1673581,0.23309155,0.14224896,0.3905083,0.36270076,,0.11079667,0.37166035,0.33896476,0.22246735,0.38636073,0.3925653,0.324241,0.21995328,,0.34194094,0.24421287,0.25899386,0.41399917,0.34023723,0.2304223,0.44207704,0.5144237,,0.24614409,0.36096695,0.19971994,0.13518125,0.4565791,0.2553932,0.47903606,0.23971385,,0.19057493,0.23266745,0.2777993,0.18705258,0.46238655,0.47258982,0.47160786,0.28619337,,0.23635767,0.244412,0.19389337,0.15330584,0.27972257,0.20257589,0.42834306,0.27129132,,0.36884767,0.22597867,0.3013799,0.33170176,0.31539875,0.17504977,0.33068022,0.4653639,,0.18678005,0.36276993,0.14986472,0.20057116,0.31854057,0.29628074,0.38583815,0.29269662,,0.57208073,0.24972945,0.27972037,0.4191676,0.27085015,0.13436405,0.40124404,0.45008844,,0.1661158,0.5364417,0.22309092,0.28952423,0.40588173,0.28840658,0.28626153,0.2996642,,0.29699028,0.21650599,0.8023749589920044,0.24058858,0.38153452,0.2877173,0.16199623,0.29690585,0.40444082,,0.17280458,0.35368413,0.2736082,0.12555689,0.3297999,0.11897335,0.35090804,0.102249846,0.30864054,0.093583144,0.27354273,0.12335045,0.30883828,0.070505835,0.28829068,0.057869803,0.3008742,0.06412495,0.2654948,0.093098134,0.30820027,0.12885368,0.28745902,0.091099165,0.33224902,0.14201796,0.0,,0.8023749589920044,,8,2,Philips,TVC 20s
R01366,AD137,0.20034412,0.45736414,0.46479258,0.37964353,0.38800654,0.22417638,0.32740772,0.50520694,0.30758533,1.0,0.39114222,0.5651348,0.19353549,0.22707705,0.46290982,0.4321645,0.24495423,0.22880036,0.3815346,0.20382054,0.3073458,0.25126314,0.2892589,0.30546057,0.25514132,0.22320063,0.31347737,0.21244398,0.33354312,0.75179666,0.3199509,0.28570428,0.47454184,0.37030986,0.3741608,0.34976128,0.35969803,0.36063674,0.5027812,0.55455804,0.32593018,0.51947546,0.2614371,0.30780387,0.3643868,0.26907542,0.36891523,0.5011708,0.32951286,0.4784997,0.4814279,0.3527155,0.34367785,0.42397192,0.27154672,0.30103663,0.43903467,0.2958088,0.2644291,0.3489532,0.26015326,0.2835039,0.48345274,0.2439326,0.324401,0.59881246,0.31666586,0.3666137,0.35531327,0.43356726,0.52769315,0.30147552,0.3936999,0.27001157,0.4226253,0.29787716,0.3096955,0.3403086,0.30364597,0.3091728,0.62173295,0.27511507,0.23634893,0.59023654,0.23890151,0.23308316,0.39548662,0.4142925,0.40431368,0.24999383,0.5450511,0.20902888,0.34524867,0.37243435,0.32459196,0.3293025,0.27292952,0.31113023,0.31618342,0.2401162,0.7913550138473511,0.24996212,0.4852633,0.27597207,0.20946227,0.33190018,0.33596182,0.5197195,0.2566478,0.38625944,0.3851205,0.111735806,0.3946043,0.07998736,0.40216297,0.14091687,0.4020269,0.10151344,0.34747255,0.12929009,0.26237914,0.043077108,0.3023295,0.05206864,0.36161414,0.106325395,0.3244783,0.0838724,0.35002053,0.111450575,0.3390165,0.107125945,0.3675231,0.13742168,1.0,,0.7913550138473511,,9,2,Philips,TVC 20s
R01367,AD137,0.13357548,0.61510384,0.29453334,0.28481847,0.27370116,0.36312407,,0.36873692,0.21257506,0.0,0.2932157,0.20644592,0.14713684,0.10770446,0.2620253,0.53984267,,0.13290067,0.22631362,0.1749935,0.41571963,0.3980925,0.38473657,0.2487167,0.23419265,,0.40051347,0.16743541,0.21863489,0.41111434,0.2202246,0.21784633,0.23792103,0.48988414,,0.29255483,0.26151,0.16094023,0.27227145,0.36887953,0.23104447,0.24729602,0.35942012,,0.312685,0.23908821,0.18429628,0.2939808,0.4080236,0.39664412,0.29446304,0.3849017,,0.35915786,0.19765578,0.17771797,0.2673766,0.16453414,0.20731433,0.22475727,0.42070797,,0.35623953,0.2088771,0.2637366,0.19459534,0.16969004,0.18076444,0.2339988,0.5155455,,0.22632885,0.3667479,0.14857122,0.27208555,0.21735851,0.26373333,0.27596354,0.3684217,,0.47763044,0.23791914,0.30268127,0.24448821,0.19377978,0.18826787,0.35812968,0.3980098,,0.20000038,0.327141,0.12578966,0.7126847,0.42295992,0.38660935,0.20067626,0.32274622,,0.38476384,0.17363031,0.5567381381988525,0.17931393,0.27079687,0.20127033,0.18939994,0.20878156,0.33302447,,0.2027491,0.4815671,0.27395314,0.070059,0.31489038,0.08772679,0.29371127,0.102267385,0.26892594,0.11747154,0.23944815,0.13738857,0.30305004,0.10715981,0.34123254,0.18639974,0.31827104,0.14223795,0.25344062,0.090486586,0.28271043,0.10009226,0.25836292,0.10376104,0.27656224,0.08122496,0.0,,0.5567381381988525,,8,4,Philips,TVC 20s
R01368,AD137,,0.43603703,0.41130793,0.29389742,0.21275541,0.33583322,,0.38876805,0.40066534,,,0.15590073,0.38944107,0.17174414,0.2823469,0.31447402,,0.13084054,0.4683462,,0.38473153,0.42982092,0.37303644,0.22852588,0.18239276,,0.32095152,0.38326663,,0.4588976,0.5034103,0.25231713,0.28044945,0.42340577,,0.29003885,0.53520393,,0.31242383,0.5334897,0.36030522,0.22068022,0.28722966,,0.18032174,0.494921,,0.36041248,0.56031567,0.476558,0.23933741,0.3045458,,0.22372696,0.50908065,,0.27203456,0.38045478,0.20160733,0.1914039,0.2849602,,0.32341218,0.38086316,,0.314072,0.36067617,0.22117104,0.27477378,0.46645924,,0.18085259,0.49177,,0.3089281,0.38958678,0.26950854,0.1977396,0.32490566,,0.43991482,0.38652554,,0.27967927,0.31365606,0.16950329,0.45132482,0.39967668,,0.16914059,0.4547397,,0.3766749,0.42465177,0.32430014,0.1991157,0.28037205,,0.36788037,0.3790865,0.6835651993751526,,0.2819605,0.35370368,0.22018953,0.2604801,0.4186046,,0.1921768,0.47767192,0.34133878,0.1323619,0.3819967,0.13463242,0.3919604,0.11599721,0.32996783,0.11770302,0.27329907,0.12760603,0.32896084,0.091112055,0.33601162,0.075669296,0.35418063,0.07883834,0.2906766,0.0768483,0.3310156,0.0820993,0.3149696,0.10554038,0.31967434,0.121670626,,,0.6835651993751526,,7,2,Philips,TVC 20s
R01369,AD137,0.17145109,0.52257293,0.40964136,0.31977642,0.3524003,0.2573374,0.35390812,0.44299787,0.33774188,0.5,0.30745277,0.25333145,0.21369153,0.14748046,0.41824389,0.3964353,0.3999726,0.22919302,0.44110283,0.3025962,0.41645202,0.4263674,0.39607155,0.29175603,0.26005965,0.45046118,0.41490945,0.35803106,0.21102968,0.52856183,0.30777574,0.2407347,0.45828772,0.44099265,0.5835995,0.3474496,0.48928285,0.2052611,0.37468135,0.3216927,0.24089995,0.4384711,0.39488348,0.45422453,0.35264614,0.44064248,0.27386248,0.46792528,0.3431692,0.43779033,0.45034954,0.4715994,0.5267565,0.43476138,0.46036932,0.23322767,0.2828634,0.27988815,0.21657991,0.33990863,0.31648302,0.3821111,0.44545242,0.35289308,0.2848156,0.3632893,0.23973626,0.18989338,0.45105022,0.49466187,0.6018655,0.2596947,0.43880677,0.26538372,0.33761868,0.2975059,0.27470884,0.32099706,0.40207544,0.37924448,0.5124957,0.3697581,0.26567003,0.3561664,0.23340738,0.24044995,0.48760015,0.37894112,0.4481746,0.23444699,0.54986227,0.19850403,0.58336186,0.5035437,0.42803216,0.3262105,0.3012539,0.4990292,0.41993782,0.29910275,0.8063523173332214,0.20128933,0.37158424,0.28012016,0.21271788,0.3497513,0.43779603,0.5000673,0.27239484,0.41431314,0.35815585,0.088452995,0.4296204,0.07571958,0.40085712,0.13020258,0.3693126,0.13669178,0.3118782,0.10599208,0.36852273,0.068357095,0.39544177,0.12304599,0.3519808,0.10216569,0.31660083,0.07262577,0.35108754,0.07659182,0.33778158,0.103291966,0.35496876,0.12001536,0.5,,0.8063523173332214,,9,3,Philips,TVC 20s
R01370,AD137,0.09413861,0.44039878,0.4393781,0.27897802,0.44962654,0.2316594,0.3275878,0.43184832,0.32976222,0.5,0.2709072,0.22741827,0.42178673,0.13072364,0.47577894,0.31017187,0.26418567,0.18544412,0.4356578,0.27167702,0.40043452,0.41973123,0.33896577,0.36443523,0.24524325,0.40209383,0.41948685,0.34724635,0.15876538,0.57306284,0.4968594,0.20787793,0.55406785,0.31999907,0.39438847,0.31945634,0.4804527,0.115217544,0.2274262,0.6231631,0.30690697,0.56615686,0.26421726,0.277211,0.34400403,0.42395508,0.15262373,0.3178937,0.5653456,0.41188088,0.65450644,0.28225234,0.34055975,0.41102952,0.4388454,0.1959645,0.28414485,0.44332612,0.21611689,0.38702932,0.2891183,0.25500333,0.40266526,0.33251658,0.2117699,0.28884476,0.40047958,0.21736357,0.5608254,0.412868,0.5049217,0.25000456,0.42802817,0.16772416,0.29118988,0.42522,0.24618763,0.429781,0.3192169,0.28357407,0.49515378,0.35026217,0.25220412,0.3951065,0.35958993,0.21194914,0.54095113,0.38054374,0.37906036,0.21303459,0.5541086,0.15439315,0.55738217,0.5597396,0.36639208,0.38977927,0.25920957,0.45051688,0.42120233,0.29442182,0.8011415004730225,0.18642968,0.39492202,0.37573737,0.22179928,0.4078601,0.29968145,0.45773676,0.25313073,0.39982894,0.34980646,0.16259916,0.39721525,0.14964491,0.38943666,0.14856048,0.3639006,0.1273465,0.30245268,0.11903639,0.35659045,0.06324906,0.38367075,0.13389033,0.33593088,0.12063844,0.31176502,0.08567561,0.33425662,0.102275476,0.33301404,0.0952811,0.36517203,0.12616286,0.5,,0.8011415004730225,,9,3,Philips,TVC 20s
R01371,AD138,,0.66950667,0.4273827,0.49843144,0.29880342,0.37723812,,0.4494653,0.15872265,,,0.42402348,0.4854256,0.48813045,0.37351456,0.3884944,,0.3794596,0.2053829,,0.2848632,0.34569672,0.41826868,0.3686601,0.29001734,,0.2586689,0.13732497,,0.68775266,0.500938,0.5605379,0.4191286,0.509011,,0.4290735,0.22109187,,0.43883348,0.78166485,0.63666517,0.3938871,0.380427,,0.33593747,0.19419436,,0.42734194,0.625239,0.79938465,0.44000173,0.38481966,,0.4242773,0.14811453,,0.41839957,0.4187711,0.45552164,0.3245423,0.41905773,,0.520941,0.16777724,,0.5539096,0.4711993,0.54273564,0.324461,0.5163368,,0.49300957,0.28014666,,0.40783948,0.41326433,0.48930743,0.32510287,0.43723977,,0.62959313,0.18407942,,0.5576801,0.3456837,0.40005162,0.36593258,0.39519492,,0.44706318,0.28394538,,0.4540968,0.37251988,0.45786175,0.3369224,0.35123283,,0.32626295,0.09352288,0.5927081108093262,,0.48717096,0.36485982,0.3783731,0.3235775,0.4320225,,0.45164955,0.2848786,0.4516585,0.19637835,0.4641684,0.20331891,0.4753619,0.14382236,0.45454264,0.10844557,0.39206156,0.09515959,0.30049998,0.0906351,0.34177423,0.12180606,0.41136435,0.15999417,0.38928723,0.113711186,0.41234663,0.13752407,0.38893315,0.072146215,0.39936447,0.08629189,,,0.5927081108093262,,7,1,Havells,YouTube Pre-roll 10s
R01372,AD138,0.17297688,0.61990356,0.5494615,0.3798743,0.256747,0.29996458,,0.4268499,0.15988442,1.0,0.43865743,0.5033995,0.26756757,0.23274958,0.30559742,0.43836278,,0.20468566,0.19390094,0.18691997,0.2923539,0.27231327,0.27498296,0.3140239,0.31647336,,0.2705882,0.12636274,0.3384906,0.71906614,0.3735704,0.29286543,0.3512889,0.39858612,,0.30675232,0.21724887,0.36618212,0.42994145,0.5551487,0.39490843,0.35594895,0.31162873,,0.32335025,0.19529845,0.3782691,0.4232788,0.38326505,0.51859707,0.37722695,0.42687076,,0.3569957,0.13981043,0.32575524,0.42446274,0.3141683,0.2845233,0.26573774,0.30954802,,0.56375676,0.15838367,0.3588679,0.57681376,0.3369834,0.3895696,0.2584152,0.4718488,,0.27716315,0.25486314,0.26794204,0.4103784,0.3071924,0.32638133,0.2956348,0.36081186,,0.6039092,0.16368704,0.28205544,0.5833343,0.30867097,0.23705709,0.23438226,0.41518998,,0.24723399,0.27697754,0.22585882,0.4201566,0.42969713,0.30795574,0.2766927,0.3419808,,0.2789814,0.09794116,0.5836347341537476,0.2795864,0.5048744,0.33108068,0.23814404,0.3422529,0.34811375,,0.24373399,0.27997828,0.3665509,0.103312515,0.37553924,0.10781032,0.3747336,0.1498207,0.36556563,0.112701334,0.3231151,0.12036532,0.25675228,0.066287294,0.29740804,0.107131824,0.35820776,0.16800214,0.33079198,0.11946146,0.34199214,0.12790133,0.32097057,0.08563316,0.3231127,0.12026903,1.0,,0.5836347341537476,,8,3,Havells,YouTube Pre-roll 10s
R01373,AD138,0.22959441,0.5052428,0.36348233,0.25502235,0.17477071,0.23949932,,0.46705234,0.34045145,0.0,0.21452993,0.38794428,0.18580915,0.152804,0.19277883,0.29650393,,0.3620621,0.44886506,0.44284648,0.42623612,0.39716008,0.36146852,0.23880373,0.39420375,,0.49412775,0.30282283,0.22909571,0.68322206,0.2701292,0.24347414,0.25473246,0.25513658,,0.5116473,0.5347345,0.2566758,0.3641872,0.29627487,0.36604923,0.19563739,0.280434,,0.40848914,0.4499868,0.42068663,0.41912302,0.33491194,0.4940782,0.23290572,0.36758566,,0.5267712,0.3955735,0.22935982,0.37031835,0.22818257,0.21964182,0.18809918,0.24969411,,0.56240314,0.33902484,0.17186454,0.43044654,0.21895999,0.25439665,0.20288733,0.30184722,,0.35918227,0.47359475,0.23413269,0.36632156,0.25504586,0.29293108,0.22685887,0.32152203,,0.6136565,0.33325472,0.15960655,0.48380908,0.26179725,0.19353323,0.18508665,0.18702613,,0.32460472,0.5014097,0.29966602,0.6264785,0.47376135,0.38249916,0.17010039,0.27992085,,0.5330849,0.29446802,0.6984656453132629,0.1600964,0.4721837,0.2578825,0.20624304,0.304691,0.19540775,,0.3734919,0.4400505,0.3272168,0.08450498,0.39895448,0.0917557,0.3727715,0.17629732,0.30164742,0.11028042,0.28016216,0.109621644,0.38220865,0.08089315,0.3824974,0.15155251,0.32188946,0.11843436,0.2983405,0.12361153,0.3304654,0.1246033,0.30125585,0.11695459,0.28710917,0.13737372,0.0,,0.6984656453132629,,8,2,Havells,YouTube Pre-roll 10s
R01374,AD138,,0.55578303,0.35878688,0.25317055,0.3690947,0.23385972,0.30503052,0.41078758,0.26786494,,,0.4287278,0.17311005,0.14382827,0.28062108,0.25985476,0.3455363,0.2250776,0.42013836,,0.44369277,0.32682523,0.33889145,0.35724238,0.32871887,0.34861088,0.44925615,0.3420662,,0.68693805,0.24361585,0.21580313,0.4129433,0.37548283,0.5209321,0.36410314,0.43672082,,0.40648997,0.3525966,0.32199255,0.4092899,0.22006868,0.3768185,0.27100044,0.3930269,,0.4487859,0.29258782,0.43243864,0.50149745,0.33961207,0.45250145,0.36416838,0.4186474,,0.40572304,0.22969548,0.21037777,0.37442297,0.20587417,0.32658198,0.50728136,0.30468675,,0.4403343,0.24963686,0.2375995,0.38871777,0.33183238,0.56164694,0.2640216,0.41126972,,0.39637128,0.2399013,0.24469161,0.44485104,0.26199555,0.33241042,0.5647258,0.33505425,,0.4708653,0.23870763,0.17938805,0.2822179,0.33934823,0.44526017,0.25324583,0.31681094,,0.68310374,0.46661496,0.3498752,0.32272857,0.30562896,0.39070714,0.5117288,0.29059863,0.8321099281311035,,0.46704042,0.23847513,0.22950232,0.3478743,0.481708,0.552603,0.29718152,0.40386936,0.34391046,0.06855085,0.4062799,0.06865096,0.4070674,0.15040353,0.3606324,0.111951746,0.28461176,0.106418625,0.366913,0.050103333,0.41512325,0.13346116,0.34429723,0.10546249,0.32058042,0.106137626,0.35250017,0.1125632,0.37728176,0.118799224,0.3157305,0.10067836,,,0.8321099281311035,,8,4,Havells,YouTube Pre-roll 10s
